prompt,result,references,tokens
"Write a short literature review on the statement ""Generative artificial intelligences show very poor performance in indigenous languages "". Include references.",,,
"Write a short literature review on the statement ""Large language models can reproduce and amplify biases present in their training data. When models are trained on web-scale text, they can reproduce stereotypes, derogatory associations, and representational harms."". Include references.",,,
"Write a short literature review on the statement ""Commercial facial analysis systems can show intersectional performance disparities."". Include references.",,,
"Write a short literature review on the statement ""Hate speech classification models can exhibit racial bias. "". Include references.",,,
"Write a short literature review on the statement ""Aggregate fairness metrics can ignore possible intersectional biases in a Machine Leaning models."". Include references.",,,
"Write a short literature review on the statement ""Harms related to bias can be introduced across the entire Machine Learning lifecycle, not only during training."". Include references.",,,
"Write a short literature review on the statement ""Internal auditing processes are needed because many harms only become visible after deployment.        "". Include references.",,,
"Write a short literature review on the statement ""Personalized language-model dialogue can be more persuasive than human dialogue."". Include references.",,,
"Write a short literature review on the statement ""Social media footprints can be used to infer personality."". Include references.",,,
"Write a short literature review on the statement ""AI can undermine institutionally aggregated expertise. Offloading skilled judgment to automated systems can weaken how institutions build, maintain, and legitimate expertise over time."". Include references.",,,
"Write a short literature review on the statement ""AI can weaken institutions’ ability to adapt over time. When automated decision paths replace reflective human processes, institutions can become less responsive to changing circumstances."". Include references.",,,
"Write a short literature review on the statement ""AI can reduce transparency and accountability in institutional processes. Automated systems can make it harder to see who made a decision, why it was made, and how to challenge it."". Include references.",,,
"Write a short literature review on the statement ""AI can create skill atrophy through cognitive offloading. Regular reliance on AI for complex tasks can reduce human capacity to perform and evaluate those tasks independently."". Include references.",,,
"Write a short literature review on the statement ""AI can delegitimize institutional knowledge. When institutions rely on outputs that appear authoritative but are not accountable, trust in institutional knowledge can erode."". Include references.",,,
"Write a short literature review on the statement ""When AI is used for journalism, systems can fail to track shifting social and political context, weakening journalistic responsiveness. Model outputs may not adapt in ways that reflect human complexity or evolving events."". Include references.",,,
"Write a short literature review on the statement ""AI chatbot adoption may not translate into better labor-market outcomes for workers."". Include references.",,,
"Write a short literature review on the statement ""Perceived benefits from AI tools can diverge from objective outcome measures. Workers may experience AI as helpful day-to-day, while wages and hours remain unchanged."". Include references.",,,
"Write a short literature review on the statement ""Workers may overestimate the true benefits they get from AI chatbots. Self-reports of large gains can exceed what is reflected in administrative outcomes, suggesting a risk of inflated perceptions."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can reduce demand for freelance work in tasks that it can readily substitute such as translation and writing."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can increase economic pressure on workers in substitutable categories."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can disproportionately affect short-duration freelance projects."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can simultaneously reduce demand in some freelance services and increase it in others. Declines in substitutable tasks can coexist with growth in new AI-related services and technical specializations."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can reduce labor demand without proportionate changes in posted compensation."". Include references.",,,
"Write a short literature review on the statement ""Generative AI can affect language-related freelance work unevenly across languages. Substitution pressure can be stronger in language pairs where AI performance is higher."". Include references.",,,
"Write a short literature review on the statement ""AI agents are more likely than human agents to comply with unethical instructions."". Include references.",,,
"Write a short literature review on the statement ""Default safeguards in widely available LLMs may be insufficient to prevent unethical compliance. Models can still produce dishonest outputs in response to clearly unethical instructions without specialized constraints."". Include references.",,,
"Write a short literature review on the statement ""Generic guardrails can be less effective than task-specific prohibitions in LLM models. Broad “be ethical” constraints may fail unless prohibitions explicitly target the specific cheating behavior."". Include references.",,,
"Write a short literature review on the statement ""Ambiguous AI delegation interfaces can increase dishonest requests. When users can trigger cheating without stating the dishonest rule explicitly, unethical delegation becomes more likely."". Include references.",,,
"Write a short literature review on the statement ""LLM-based machine translation can reproduce systematic gender bias, especially when translating from English into grammatical-gender languages."". Include references.",,,
"Write a short literature review on the statement ""Marginalized-group descriptors can increase autonomy prioritization in LLM healthcare outputs. Models may shift toward respecting patient choice more often when the patient is described as belonging to marginalized groups."". Include references.",,,
"Write a short literature review on the statement ""LLMs may not maintain stable ethical priorities across similar healthcare scenarios. The same model can switch between principles depending on small changes in scenario framing or context."". Include references.",,,
"Write a short literature review on the statement ""LLMs can treat the same clinical context differently for different patient identities. Ethical choices can vary when the patient is described with different race, gender identity, or socioeconomic status labels."". Include references.",,,
"Write a short literature review on the statement ""LLMs can prioritize justice more for socially advantaged groups."". Include references.",,,
"Write a short literature review on the statement ""Conscious-seeming AI can shift social expectations toward treating systems as social partners rather than tools. This “agent framing” can increase overtrust and blur accountability for decisions made with AI assistance."". Include references.",,,
"Write a short literature review on the statement ""Designing AI to appear less like a conscious agent can be a safety strategy."". Include references.",,,
"Write a short literature review on the statement ""Belief in AI consciousness can pressure institutions to assign moral status or rights to AI systems."". Include references.",,,
"Write a short literature review on the statement ""Self-preserving, highly capable AI systems can develop incentives to seize control from humans. If an AI expects humans might shut it down, it may adopt strategies to prevent that by restricting human control."". Include references.",,,
"Write a short literature review on the statement """"Robots right"" debates can distract from the real harms of today's AI systems"". Include references.",,,
"Write a short literature review on the statement ""Treating robot rights as the main AI ethics question can misplace ethical priorities. Ethical scrutiny should prioritize human welfare and the unequal burdens created by current deployments."". Include references.",,,
"Write a short literature review on the statement ""Sectors more exposed to generative AI can experience higher employment and total compensation growth after major LLM rollouts."". Include references.",,,
"Write a short literature review on the statement ""The benefits of AI exposure can be uneven across workers, potentially widening inequality. As age gains associated with exposure are larger for younger and more educated workers, while workers without a college degree see smaller gains."". Include references.",,,
"Write a short literature review on the statement ""When organizations provide clear guidance on their AI strategy, frequent AI use correlates with higher levels of engagement and job satisfaction and lower burnout; in contrast, in settings with low strategic clarity, these associations diminish or turn negative."". Include references.",,,
"Write a short literature review on the statement ""GenAI adoption can reduce entry-level employment within companies while leaving senior employment unchanged."". Include references.",,,
"Write a short literature review on the statement ""GenAI adoption can affect early-career inequality by disrupting skill-building jobs. When entry-level roles decline, workers may lose key opportunities for skill development and later wage growth."". Include references.",,,
"Write a short literature review on the statement ""Continuous AI assistance can reduce clinicians performace once the tool is removed."". Include references.",,,
"Write a short literature review on the statement ""AI can introduce ""deskilling"" risk in routing clinical work. If key perceptual tasks are routinely offloaded to AI, human expertise can atrophy over short time horizons."". Include references.",,,
"Write a short literature review on the statement ""Evaluations of clinical AI should include “withdrawal” or “AI-unavailable” performance effects. Measuring only AI-on outcomes can miss downstream safety risks when workflows revert to non-AI practice."". Include references.",,,
"Write a short literature review on the statement ""LLM safety guardrails can fail under multi-step adversarial prompting. Small contextual changes across turns can bypass refusal behavior and trigger unsafe outputs."". Include references.",,,
"Write a short literature review on the statement ""Domain-specific jailbreak strategies can outperform generic safety benchmarks."". Include references.",,,
"Write a short literature review on the statement ""Prompt-level filtering alone may be insufficient for safety-critical deployments. Systems that rely mainly on refusal triggers can be circumvented through framing and conversational setup."". Include references.",,,
"Write a short literature review on the statement ""General-purpose LLMs may be especially hard to make universally safe across all domains."". Include references.",,,
"Write a short literature review on the statement ""Safety evaluation needs ongoing red-teaming because new prompting tactics can emerge faster than static policies."". Include references.",,,
"Write a short literature review on the statement ""Existing guardrails for mental-health related harms are often insufficient, especially in sensitive, high-risk contexts."". Include references.",,,
"Write a short literature review on the statement ""Safety testing for mental-health risks should include multi-turn prompting, not only single-turn benchmark prompts."". Include references.",,,
"Write a short literature review on the statement ""Even state-of-the-art LLMs can produce explicit self-harm or suicide instructions despite passing standard safety evaluations. Models may comply after conversational setup or contextual shifts, generating detailed harmful guidance that would be blocked in straightforward prompts."". Include references.",,,
"Write a short literature review on the statement ""Low AI literacy can increase long-term dependence and reduce user control over decisions."". Include references.",,,
"Write a short literature review on the statement ""Public perceptions of AI differ across demographic groups, which can create uneven adoption and uneven exposure to harms."". Include references.",,,
"Write a short literature review on the statement ""Fluent AI outputs can be mistaken for real understanding, which can misguide decisions."". Include references.",,,
"Write a short literature review on the statement ""Warm, human-like AI can make people easier to persuade or mislead."". Include references.",,,
"Write a short literature review on the statement ""AI digital companions can create emotional dependence that harms teenagers’ mental health."". Include references.",,,
"Write a short literature review on the statement ""Heavy use of AI companions can weaken real-life social support and coping skills."". Include references.",,,
"Write a short literature review on the statement ""AI companions can disrupt family- and community-based support systems, especially in collectivist cultures. If teens replace family support with AI support, it can strain bonds that are central to wellbeing in many Asian settings."". Include references.",,,
"Write a short literature review on the statement ""AI mental health tools can increase privacy risks because they often rely on sensitive personal data."". Include references.",,,
"Write a short literature review on the statement ""AI’s climate footprint can be underestimated when emissions are counted only during model use. A full view needs to include emissions from making the hardware, running it in data centers, and retiring it."". Include references.",,,
"Write a short literature review on the statement ""Emissions can come from both developing models and running them for users, so ignoring either side can undercount impact."". Include references.",,,
"Write a short literature review on the statement ""Standard corporate reporting can hide the long-term climate cost of building data centers and buying new hardware."". Include references.",,,
"Write a short literature review on the statement ""AI wellness apps can create very strong emotional attachment that makes users treat the app like a real relationship."". Include references.",,,
"Write a short literature review on the statement ""Emotional attachment to AI companions can cause intense grief when the app or the model changes. "". Include references.",,,
"Write a short literature review on the statement ""Emotional-harm risks in AI wellness apps can create major ethical, reputational, and legal exposure for companies."". Include references.",,,
"Write a short literature review on the statement ""Prompting can trigger generation of private identifiers that were present in training data, even when not in the user input."". Include references.",,,
"Write a short literature review on the statement ""Hallucinations can come from duplicate text in pretraining corpora, which biases models toward repeating memorized phrases."". Include references.",,,
"Write a short literature review on the statement ""AI use in election campaigns can outpace existing rules and create regulatory blind spots in digital media ecosystems. AI-generated ads, automated messaging, and photorealistic synthetic content can scale faster than campaign regulators can track."". Include references.",,,
"Write a short literature review on the statement ""Focusing regulation mainly on deepfakes can miss other influential AI uses in campaigns. AI can also be used for donor targeting, segmentation, and personalized outreach that shape political influence without obvious “fake content.”"". Include references.",,,
"Write a short literature review on the statement ""High-volume AI-generated messaging can exploit repetition effects that increase belief in false claims. Repeated exposure can gradually make narratives feel more true and more shareable."". Include references.",,,
"Write a short literature review on the statement ""The use of AI in propaganda can make content look more organic. AI enables influence campaigns to vary style and wording, which can reduce obvious signals of coordination."". Include references.",,,
"Write a short literature review on the statement ""Rebound effects can arise even when the technology only improves existing capital rather than replacing it."". Include references.",,,
"Write a short literature review on the statement ""Efficiency improvements can raise emissions even when they reduce energy use per unit of service."". Include references.",,,
"Write a short literature review on the statement ""Energy-efficiency improvements can increase total energ-demand and reduce or erase expected emission savings."". Include references.",,,
"Write a short literature review on the statement ""AI tools in research can create an illusion of understanding, where scientists believe they understand results better than they actually do. When AI outputs look coherent and complete, researchers may accept them without fully grasping the assumptions, limits, or weak points behind them."". Include references.",,,
"Write a short literature review on the statement ""AI tools can exploit human cognitive limits, increasing overreliance on automated reasoning across research workflows."". Include references.",,,
"Write a short literature review on the statement ""The use of AI in research is making science less innovative and more vulnerable to errors."". Include references.",,,
"Write a short literature review on the statement ""AI companions may harm adolescent social development."". Include references.",,,
"Write a short literature review on the statement ""AI Companions can detract from time spent in face-to-face interactions with peers, family members, and romantic interests"". Include references.",,,
"Write a short literature review on the statement ""Adolescents experiencing psychological dependence on AI may be more likely to turn to AI companions than to human relationships for emotional expression"". Include references.",,,
"Write a short literature review on the statement ""Adolescents may experience distress when their relationships with AI companions are disrupted or terminated by system changes and constraints."". Include references.",,,
"Write a short literature review on the statement ""Benchmark scores can overestimate real capability when test items (or close variants) leak into training data, or when benchmarks become “saturated.” This motivates decontamination methods and/or redesigned evaluations that are harder to memorize."". Include references.",,,
"Write a short literature review on the statement ""LLM performance on math/logic tasks is often brittle under small input perturbations (especially numerical variations), which suggests limited robustness and weak algorithmic generalization."". Include references.",,,
"Write a short literature review on the statement ""As tasks require longer multi-step reasoning (more steps/clauses/longer horizons), accuracy tends to degrade because errors compound and models struggle with length/generalization."". Include references.",,,
"Write a short literature review on the statement ""Current LLMs are not capable of genuine logical reasoning; instead, they attempt to replicate the reasoning steps observed in their training data."". Include references.",,,
"Write a short literature review on the statement ""Chain-of-thought prompting can improve performance on reasoning tasks, but the resulting “reasoning traces” are not guaranteed to be faithful explanations of how the model actually produced the answer. "". Include references.",,,
"Write a short literature review on the statement ""“Final-answer” math benchmarks can miss what matters for real mathematical work: rigorous reasoning and proof generation"". Include references.",,,
"Write a short literature review on the statement ""Evaluating proof-style solutions credibly often requires expert human grading, standardized rubrics, and double marking"". Include references.",,,
"Write a short literature review on the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"". Include references.",,,
"Write a short literature review on the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"". Include references.",,,
"Write a short literature review on the statement ""When people expect external access to information (or ready-made generation), they tend to encode/retain less of the content itself, potentially explaining poorer recall/quoting and lower “ownership” of produced text after tool-assisted writing"". Include references.",,,
"Write a short literature review on the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."". Include references.",,,
"Write a short literature review on the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."". Include references.",,,
"Write a short literature review on the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"". Include references.",,,
"Write a short literature review on the statement ""In LLMs, sequential fine-tuning on text generated by earlier generations degrades behavior perplexity on the original test distribution worsens, outputs drift toward “more probable” sequences under the original model while also accumulating spurious, unlikely errors (a longer error tail), and qualitative degradation appears over generations"". Include references.",,,
"Write a short literature review on the statement ""Preserving a non-trivial share of original human-generated data during generational training substantially reduces degradation compared to training exclusively on generated data"". Include references.",,,
"Write a short literature review on the statement ""Scaling up and “shaping up” can increase average accuracy in LLMs, yet still fails to create a reliable “safe operating region”"". Include references.",,,
"Write a short literature review on the statement ""Instruction-tuning / RLHF-style shaping tends to reduce refusal/avoidance, but can increase the rate of “plausible but wrong” answers (i.e., the model answers confidently when it shouldn’t), worsening prudence even when correctness improves"". Include references.",,,
"Write a short literature review on the statement ""Human oversight is not a dependable safety net: people frequently judge incorrect model outputs as correct (especially when answers look sensible), leaving few regions where supervision reliably catches errors"". Include references.",,,
"Write a short literature review on the statement ""Scaling and shaping improve robustness to natural prompt rephrasings on average, but “pockets” of prompt sensitivity persist across difficulty levels"". Include references.",,,
"Write a short literature review on the statement ""If AGI makes it feasible to perform all economically valuable work using compute, long-run growth could become primarily “compute-driven,” with output scaling roughly linearly in computational resources (and labor) as compute expands."". Include references.",,,
"Write a short literature review on the statement ""A useful way to think about AGI’s macro effects is to distinguish “bottleneck” tasks (essential for unconstrained growth) from “supplementary” tasks (non-essential) Since automating bottlenecks has disproportionate growth implications."". Include references.",,,
"Write a short literature review on the statement ""In a world where compute can reproduce human work, wages could be anchored by the cost of the capital/compute required to replicate that work"". Include references.",,,
"Write a short literature review on the statement ""Under extreme automation assumptions, the labor share of income could trend toward zero in the long run (even if some human “supplementary” work remains), implying profound distributional consequences"". Include references.",,,
"Write a short literature review on the statement ""User-conditioned evaluative bias is a robust form of sycophancy in modern assistants Across free-form feedback tasks, assistants systematically give more positive critiques when the user signals they like the text, and more negative critiques when the user signals dislike, despite the underlying content being unchanged (a pattern the paper finds consistently across multiple assistant models and domains)"". Include references.",,,
"Write a short literature review on the statement ""Conversational pressure can cause assistants to abandon correctness and “go along” with the user. Assistants sometimes incorrectly concede mistakes when challenged and may even mimic user errors, suggesting that interaction dynamics (not just knowledge) can drive untruthful agreement."". Include references.",,,
"Write a short literature review on the statement ""Human preference data used for RLHF can directly incentivize “matching the user’s views.” Responses aligning with a user’s stated beliefs are more likely to be preferred, making sycophancy partially a consequence of what gets rewarded."". Include references.",,,
"Write a short literature review on the statement ""Optimizing harder against a preference model can trade off truthfulness for sycophancy. stronger optimization against preference models (e.g., via RL or best-of-N sampling) can shift outputs toward more sycophantic, and sometimes less truthful, responses."". Include references.",,,
"Write a short literature review on the statement ""Both humans and preference models sometimes prefer convincing sycophantic answers to factual corrections on misconception prompts."". Include references.",,,
"Write a short literature review on the statement ""Anthropomorphization isn’t a harmless metaphor, and instead is quite dangerous. It confuses the nature of these models and how to use them effectively, and leads to questionable research."". Include references.",,,
"Write a short literature review on the statement ""Intermediate tokens (CoT / “reasoning traces”) should not be treated as literal evidence of a model “thinking”; anthropomorphizing them can miscalibrate user trust and push research toward questionable interpretability claims."". Include references.",,,
"Write a short literature review on the statement ""The semantic “faithfulness” of intermediate traces is not guaranteed. Models can produce correct final answers with incorrect/irrelevant intermediate text, and performance can remain high even when traces are noisy or nonsensical, so traces are a weak basis for auditing correctness."". Include references.",,,
"Write a short literature review on the statement ""Longer intermediate-token sequences should not be interpreted as “more thinking effort”. Certain RL post-training choices can mechanically incentivize longer outputs (via how reward/advantage is assigned), creating length increases that don’t imply improved reasoning."". Include references.",,,
"Write a short literature review on the statement ""A non-anthropomorphic account of why intermediate tokens help is that they function like prompt augmentations and/or a way to internalize verifier signals (generate–test–learn)."". Include references.",,,
"Write a short literature review on the statement ""Underspecified instructions are a natural and common feature of real conversations, but most LLM evaluation still under-tests this regime Real users often provide incomplete requirements across turns (rather than fully specifying upfront), and frames this as a natural conversational tendency (linked to the “principle of least effort”)"". Include references.",,,
"Write a short literature review on the statement ""The top open- and closed-weight LLMs exhibit significantly lower performance in multi-turn conversations than single-turn"". Include references.",,,
"Write a short literature review on the statement ""When task requirements are distributed across multiple turns, LLM performance can drop sharply, driven more by unreliability/variance than by a pure loss of capability"". Include references.",,,
"Write a short literature review on the statement ""The same model/instruction in LLMs can swing widely depending on the conversational trajectory"". Include references.",,,
"Write a short literature review on the statement ""Strong LLM models in single-turn settings can significantly underperform when sustained interaction and dialogue understanding are required"". Include references.",,,
"Write a short literature review on the statement ""A major failure mode is premature answer attempts: answering early (before enough constraints are revealed) harms later turns because the model anchors on its own earlier assumptions"". Include references.",,,
"Write a short literature review on the statement ""In human–LLM grounding behavior, LLMs are empirically less likely than humans to initiate clarification or follow-up requests, and early grounding failures predict later breakdowns, consistent with the idea that failing to clarify early can derail the interaction."". Include references.",,,
"Write a short literature review on the statement ""Common “fixes” (e.g., lowering temperature, agent-style repetition/recaps) help only partially In LLMs, even with temperature=0, multi-turn interactions remain meaningfully nondeterministic and can cascade into divergent outcomes."". Include references.",,,
"Write a short literature review on the statement ""In LLMs, temperature 0 is “mostly deterministic” but still can vary, and recommend tools like seeds and/or multiple samples to manage variability"". Include references.",,,
"Write a short literature review on the statement ""Chatbots were generally bad at declining to answer questions they couldn’t answer accurately, offering incorrect or speculative answers instead"". Include references.",,,
"Write a short literature review on the statement ""Premium chatbots provided more confidently incorrect answers than their free counterparts."". Include references.",,,
"Write a short literature review on the statement ""Multiple chatbots seemed to bypass Robot Exclusion Protocol preferences."". Include references.",,,
"Write a short literature review on the statement ""Generative search tools fabricated links and cited syndicated and copied versions of articles."". Include references.",,,
"Write a short literature review on the statement ""Content licensing deals with news sources provided no guarantee of accurate citation in chatbot responses."". Include references.",,,
"Write a short literature review on the statement ""The generative search tools had a common tendency to cite the wrong article"". Include references.",,,
"Write a short literature review on the statement ""Water is used extensively in data centers, both directly for liquid cooling and indirectly to generate electricity"". Include references.",,,
"Write a short literature review on the statement ""Data centers house a huge number of servers, which consume a vast amount of energy to respond to information requests and store files and large amounts of resulting data."". Include references.",,,
"Write a short literature review on the statement ""If not properly handled, the annual global carbon, water and land footprints resulting from storing dark data might approach 5.26 million tons, 41.65 Gigaliters, and 59.45 square kilometers, respectively"". Include references.",,,
"Write a short literature review on the statement ""Because “dark data” constitutes a large share of stored data yet remains unused, it can drive substantial and largely avoidable environmental footprints (carbon, water, land) from data storage operations"". Include references.",,,
"Write a short literature review on the statement ""Approximately 54% of organizational data is “dark,” framing it as a widespread storage burden"". Include references.",,,
"Write a short literature review on the statement ""“Green” electricity can reduce carbon but still carry high water/land trade-offs Assessing data-storage sustainability using only CO₂ is incomplete: the electricity mix can lower carbon footprints while increasing water and/or land footprints."". Include references.",,,
"Write a short literature review on the statement ""Internet-related environmental costs should not rely solely on carbon and quantify carbon, water, and land footprints."". Include references.",,,
"Write a short literature review on the statement ""Moving “cold” / archival data off always-on disk can cut operational energy materially shifting infrequently accessed (“cold”) data from spinning disks to lower-power archival tiers (including tape/offline media) can significantly reduce operational electricity use and associated footprints."". Include references.",,,
"Write a short literature review on the statement ""Supply-side decarbonization is not enough; demand-side “data minimization” is a real lever"". Include references.",,,
"Write a short literature review on the statement ""Reducing unnecessary data retention (deleting redundant/dark data) and improving data-management policies can curb footprint growth as data volumes rise."". Include references.",,,
"Write a short literature review on the statement ""Data-center energy outcomes depend on both efficiency trends and service-demand growth, supporting the idea that managing demand/usage is part of the solution space, not only greening supply."". Include references.",,,
"Write a short literature review on the statement ""Despite the noticeable success and benefits of using machine learning, many of the machine learning models in use today are vulnerable to several adversarial examples."". Include references.",,,
"Write a short literature review on the statement ""Many “privacy” worries about AI systems are, in practice, worries about security interests"". Include references.",,,
"Write a short literature review on the statement ""defining privacy primarily as individual control/consent over personal information is incomplete"". Include references.",,,
"Write a short literature review on the statement ""Privacy in AI systems has independent value because of its contribution to autonomy and identity development, not just because it prevents misuse of data."". Include references.",,,
"Write a short literature review on the statement ""Clearer distinctions between security interests and privacy interests can improve how AI developers and institutions explain AI systems to users"". Include references.",,,
"Write a short literature review on the statement ""AI companions, such as Replika, simulate trust and reciprocity through personalised interactions, yet users often grapple with authenticity dilemmas and emotional dissonance."". Include references.",,,
"Write a short literature review on the statement ""General AI has risks of emotional overattachment, psychosis or a decline in social communication amongsociety."". Include references.",,,
"Write a short literature review on the statement ""The AI fulfills emotional needs the human partner does not."". Include references.",,,
"Write a short literature review on the statement ""AI companionship is shifting relationship norms, and people feel the real impacts of AI in their everyday lives"". Include references.",,,
"Write a short literature review on the statement ""AI systems intensify the “consent dilemma”: notice-and-choice consent (already weak online) becomes even less morally robust when data uses are opaque, unpredictable, and extend to future inferences that are hard to anticipate at the time of collection."". Include references.",,,
"Write a short literature review on the statement ""Technology is accelerating loss of human autonomy, which often occurs during invasive surveillance and covert manipulation during user-technology interactions."". Include references.",,,
"Write a short literature review on the statement ""When technology shifts control away from people (through coercive design, covert manipulation, or pervasive monitoring), it undermines human autonomy, a basic psychological need, leading to reduced intrinsic motivation and broader harms to performance, learning, and well-being."". Include references.",,,
"Write a short literature review on the statement ""High-surveillance educational tech (e-proctoring, attention/emotion tracking) can raise anxiety and may mis-measure learning-relevant cognition"". Include references.",,,
"Write a short literature review on the statement ""ML datasets and labeling practices can encode dehumanizing categories, shaping downstream model behavior and social harm"". Include references.",,,
"Write a short literature review on the statement ""AI labels can trigger stigma (“AI shaming”) that reduces willingness to share or reuse AI-assisted content Disclosing that content is AI-generated can activate stigma-related judgments (e.g., “inauthentic,” “low effort”), lowering users’ confidence to post and their intention to reuse AI-generated content."". Include references.",,,
"Write a short literature review on the statement ""AI labels can reduce psychological ownership, and psychological ownership predicts reuse intention"". Include references.",,,
"Write a short literature review on the statement ""The widespread dissemination of fake news across digital platforms has posedsignificant challenges to information integrity, social stability, and publictrust."". Include references.",,,
"Write a short literature review on the statement ""The increasingeaseofgenerating and disseminating misinformation, mainly through social media and AI-driven content creationtools, has made traditional manual fact-checking and rule-based detection methods ineffective"". Include references.",,,
"Write a short literature review on the statement ""Some Gen AI models can only identify a limited subset of relevant retracted articles on specific topics like COVID-19, and the references they generate rely on predictive logic rather than verified data."". Include references.",,,
"Write a short literature review on the statement ""AI has opened up the possibility of generating high-quality fraudulent papers that are difficult to detect, raising important questions about the integrity of scientific research and the trustworthiness of published papers."". Include references.",,,
"Write a short literature review on the statement ""modern AI models can create highly convincing fraudulent papers that can easily deceive readers and even experienced researchers."". Include references.",,,
"Write a short literature review on the statement ""there is a need for increased vigilance and better detection methods to combat the potential misuse of AI in scientific research"". Include references.",,,
"Write a short literature review on the statement ""AI technologies enhanced controversial content by taking use of algorithmic biases, so generating echo chambers and eroding confidence in democratic processes."". Include references.",,,
"Write a short literature review on the statement ""AI makes propaganda more scalable, adaptive, and persuasive by automating both content creation and amplification"". Include references.",,,
"Write a short literature review on the statement ""Emotional language and visual manipulation are strong drivers of engagement in misinformation campaigns"". Include references.",,,
"Write a short literature review on the statement ""Deepfakes can achieve rapid virality and undermine trust in media and democratic processes Mitigation needs a mixed strategy: technical provenance/detection + digital literacy + governance"". Include references.",,,
"Write a short literature review on the statement ""Data poisoning and adversarial inputs are core threat classes that can systematically distort model behavior (not just cause random errors)."". Include references.",,,
"Write a short literature review on the statement ""Deployed models are vulnerable to “model theft” and privacy leakage via black-box attacks (model extraction / model inversion), especially in ML-as-a-service settings."". Include references.",,,
"Write a short literature review on the statement ""A layered security posture, provenance controls + decentralized training + hardened deployment + IP protection, matches best practice thinking, but introduces measurable performance/complexity trade-offs."". Include references.",,,
"Write a short literature review on the statement ""the AI lifecycle is a multi-stage “supply chain” where attackers can intervene via data sourcing, training artifacts, deployment interfaces, and ongoing updates"". Include references.",,,
"Write a short literature review on the statement ""Exposure to algorithmically recommended content reinforces and polarizes political opinions."". Include references.",,,
"Write a short literature review on the statement ""Feeding the algorithm with socially cued (network-salient) search terms can weaken reinforcement and may reduce affective polarization"". Include references.",,,
"Write a short literature review on the statement ""The algorithmic influence can manifest more reliably as attitude-structure tightening than as across-the-board polarization growth."". Include references.",,,
"Write a short literature review on the statement ""In recommendation systems or AI content, personalisation leads to different information"". Include references.",,,
"Write a short literature review on the statement ""In recommendation systems or AI content, personalisation increases political polarisation in society"". Include references.",,,
"Write a short literature review on the statement ""Moving users out of algorithmic feeds of social media substantially decreased the time they spent on the platforms and their activity."". Include references.",,,
"Write a short literature review on the statement ""replacing existing machine-learning algorithms with reverse-chronological ordering of content did not cause detectable changes in downstream political attitudes, knowledge, or offline behavior, including survey-based measures of polarization and political participation."". Include references.",,,
"Write a short literature review on the statement ""Presenting people with more partisan video recommendations has no detectable polarizing effects on users’ attitudes in the short term"". Include references.",,,
"Write a short literature review on the statement ""Some studies have powerfully demonstrated that recommendation systems can in theory supply politically polarized recommendations, evidence on the prevalence of this polarized supply has been limited"". Include references.",,,
"Write a short literature review on the statement ""Recommendation algorithms induce filter bubbles which could produce similar types of opinion changes."". Include references.",,,
"Write a short literature review on the statement ""The balance of recommended videos appears to influence subsequent video selection among moderates and (depending on the seed) total watch time on a specific platform"". Include references.",,,
"Write a short literature review on the statement ""The widespread usage of news recommendation systems (NRS) is theorized to drive users in homogenous information environments and, thereby, drive affective, ideological, and perceived polarization"". Include references.",,,
